Crop,NPK_ratio_ppm,Micronutrients_ppm,Light_Hours_per_day,Recommended_Light_Type,CO2_ppm,Humidity_Range_pct,Temperature_Range_C,pH_Range,EC_mS_per_cm_Range,Recommended_Layout_Type,Plants_per_m2,Recommended_Vertical_Levels,Space_Efficiency_pct,Disease_Name,Disease_Type,Symptom_Description,Environmental_Trigger,Risk_Score,Spread_Rate_per_day,Treatment_Recommendation,Country,District_City,Setup_Cost_Equipment_USD_per_m2,Setup_Cost_Labor_USD_per_m2,Setup_Cost_Misc_USD_per_m2,Total_Setup_Cost_USD_per_m2,Operating_Cost_Nutrients_USD_per_m2_month,Operating_Cost_Utilities_USD_per_m2_month,Operating_Cost_Labor_USD_per_m2_month,Total_Operating_Cost_USD_per_m2_month,Expected_Yield_kg_per_m2_per_month,Market_Price_USD_per_kg,Expected_Revenue_USD_per_m2_per_month,ROI_pct,Breakeven_Months,State_Province,Latitude,Longitude,Time_Period,Indoor_Farm_Temperature_C,Indoor_Farm_Humidity_pct,Indoor_Farm_Light_Lux,Suitable_Crops
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Downy Mildew,fungus,yellow to brown patches underside leaves,"high humidity, cool temps",0.48,1.5,Based on symptom/type.,India,Siliguri,60.03,12.54,29.28,101.85,17.1,49.21,16.89,83.2,1.11,6.7,7.44,-74.38,60,West Bengal,26.73,88.42,Jul-Sep,18.1,76.3,23168,Basil; Strawberry; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Downy Mildew,fungus,yellow to brown patches underside leaves,"high humidity, cool temps",0.48,1.5,Based on symptom/type.,India,New Delhi,64.04,16.37,17.76,98.17,8.83,32.99,16.98,58.8,1.78,3.73,6.64,-53.13,60,Delhi,28.7,77.1,Jul-Sep,19.4,75.4,21067,Spinach; Kale; Basil; Strawberry; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Downy Mildew,fungus,yellow to brown patches underside leaves,"high humidity, cool temps",0.48,1.5,Based on symptom/type.,India,Noida,44.58,55.06,20.46,120.1,18.92,52.6,30.09,101.61,3.08,1.31,4.03,-81.25,60,Delhi,28.53,77.39,Jul-Sep,20.4,78.7,21193,Spinach; Kale; Basil; Strawberry; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Downy Mildew,fungus,yellow to brown patches underside leaves,"high humidity, cool temps",0.48,1.5,Based on symptom/type.,India,Ahmedabad,75.94,20.84,20.57,117.35,22.74,20.92,11.98,55.64,1.5,2.17,3.25,-44.64,60,Gujarat,23.02,72.57,Apr-Jun,18.6,55,22296,Basil; Tomato (Cherry); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Downy Mildew,fungus,yellow to brown patches underside leaves,"high humidity, cool temps",0.48,1.5,Based on symptom/type.,India,Ahmedabad,75.94,20.84,20.57,117.35,22.74,20.92,11.98,55.64,1.5,2.17,3.25,-44.64,60,Gujarat,23.02,72.57,Jul-Sep,19.6,79.3,23514,Basil; Strawberry; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Downy Mildew,fungus,yellow to brown patches underside leaves,"high humidity, cool temps",0.48,1.5,Based on symptom/type.,India,Surat,79.65,10.88,14.51,105.04,19.64,9.16,3.57,32.37,1.59,4.43,7.04,-24.11,60,Gujarat,21.17,72.83,Apr-Jun,19.4,55.7,24042,Basil; Tomato (Cherry); Capsicum (Bell); Mint; Cilantro
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Downy Mildew,fungus,yellow to brown patches underside leaves,"high humidity, cool temps",0.48,1.5,Based on symptom/type.,India,Surat,79.65,10.88,14.51,105.04,19.64,9.16,3.57,32.37,1.59,4.43,7.04,-24.11,60,Gujarat,21.17,72.83,Jul-Sep,23.5,71.3,21901,Spinach; Kale; Basil; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Downy Mildew,fungus,yellow to brown patches underside leaves,"high humidity, cool temps",0.48,1.5,Based on symptom/type.,India,Hyderabad,51.53,28.39,19.14,99.06,3.94,37.5,12.56,54,3.14,8.35,26.22,-28.04,60,Telangana,17.38,78.48,Apr-Jun,22.2,57,22246,Basil; Tomato (Cherry); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Downy Mildew,fungus,yellow to brown patches underside leaves,"high humidity, cool temps",0.48,1.5,Based on symptom/type.,India,Hyderabad,51.53,28.39,19.14,99.06,3.94,37.5,12.56,54,3.14,8.35,26.22,-28.04,60,Telangana,17.38,78.48,Jul-Sep,26.3,76.5,21752,Spinach; Basil; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Downy Mildew,fungus,yellow to brown patches underside leaves,"high humidity, cool temps",0.48,1.5,Based on symptom/type.,India,Warangal,83.89,9.68,23.88,117.45,21.89,17.39,28.18,67.46,3.22,6.81,21.93,-38.77,60,Telangana,17.96,79.59,Apr-Jun,19.9,55.7,23524,Basil; Tomato (Cherry); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Downy Mildew,fungus,yellow to brown patches underside leaves,"high humidity, cool temps",0.48,1.5,Based on symptom/type.,India,Warangal,83.89,9.68,23.88,117.45,21.89,17.39,28.18,67.46,3.22,6.81,21.93,-38.77,60,Telangana,17.96,79.59,Jul-Sep,22.9,79.1,23438,Basil; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Downy Mildew,fungus,yellow to brown patches underside leaves,"high humidity, cool temps",0.48,1.5,Based on symptom/type.,India,Jaipur,71.52,43.95,21.94,137.41,11.77,29.3,17.7,58.77,4.95,1.21,5.99,-38.41,60,Rajasthan,26.91,75.78,Jul-Sep,20.8,71.9,20387,Spinach; Kale; Basil; Strawberry; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Downy Mildew,fungus,yellow to brown patches underside leaves,"high humidity, cool temps",0.48,1.5,Based on symptom/type.,India,Jodhpur,62.54,25,3.84,91.38,19.42,30.43,11.87,61.72,4.84,6.91,33.44,-30.95,60,Rajasthan,26.23,73.02,Jul-Sep,21.3,72.5,20760,Spinach; Kale; Basil; Strawberry; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Downy Mildew,fungus,yellow to brown patches underside leaves,"high humidity, cool temps",0.48,1.5,Based on symptom/type.,UAE,Dubai,144.94,13.68,34,192.62,19.97,23.39,51.46,94.82,3.94,4.23,16.67,-40.57,60,Dubai,25.27,55.29,Jul-Sep,18.5,71.9,21313,Spinach; Kale; Basil; Strawberry; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Downy Mildew,fungus,yellow to brown patches underside leaves,"high humidity, cool temps",0.48,1.5,Based on symptom/type.,UAE,Abu Dhabi,47.81,70.51,12.99,131.31,36.88,39.2,18.85,94.93,5.46,4.7,25.66,-52.75,60,Abu Dhabi,24.45,54.37,Jul-Sep,22.7,71.8,23850,Basil; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Downy Mildew,fungus,yellow to brown patches underside leaves,"high humidity, cool temps",0.48,1.5,Based on symptom/type.,Singapore,Singapore,52.56,37.4,42.92,132.88,13.23,27.99,9.03,50.25,6.43,7.56,48.61,-1.23,60,Central Region,1.35,103.81,Apr-Jun,29.4,58.9,23306,Basil; Mint; Cilantro
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Downy Mildew,fungus,yellow to brown patches underside leaves,"high humidity, cool temps",0.48,1.5,Based on symptom/type.,Singapore,Singapore,52.56,37.4,42.92,132.88,13.23,27.99,9.03,50.25,6.43,7.56,48.61,-1.23,60,Central Region,1.35,103.81,Oct-Dec,21,65.4,15877,Lettuce; Spinach; Kale; Basil; Strawberry; Microgreens; Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.44,1.8,Based on symptom/type.,India,Chennai,28.51,26.1,18.85,73.46,13.6,25.74,8.29,47.63,0.87,2.55,2.22,-61.82,60,Tamil Nadu,13.08,80.27,Apr-Jun,22.4,62.4,23706,Basil; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.44,1.8,Based on symptom/type.,India,Chennai,28.51,26.1,18.85,73.46,13.6,25.74,8.29,47.63,0.87,2.55,2.22,-61.82,60,Tamil Nadu,13.08,80.27,Jul-Sep,28,70.9,21687,Spinach; Basil; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.44,1.8,Based on symptom/type.,India,Coimbatore,26.26,16.27,23.05,65.58,11.98,32.35,16.77,61.1,3.87,6.01,23.26,-57.7,60,Tamil Nadu,11.01,76.96,Apr-Jun,24.7,57.2,23357,Basil; Tomato (Cherry); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.44,1.8,Based on symptom/type.,India,Coimbatore,26.26,16.27,23.05,65.58,11.98,32.35,16.77,61.1,3.87,6.01,23.26,-57.7,60,Tamil Nadu,11.01,76.96,Jul-Sep,28.7,70.1,23223,Basil; Cucumber (Mini); Mint; Cilantro
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.44,1.8,Based on symptom/type.,India,Bengaluru,71.22,14.25,17.46,102.93,27.47,23.9,21.4,72.77,1.52,4.83,7.34,-63.57,60,Karnataka,12.97,77.59,Apr-Jun,21.9,63.5,23414,Basil; Strawberry; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.44,1.8,Based on symptom/type.,India,Bengaluru,71.22,14.25,17.46,102.93,27.47,23.9,21.4,72.77,1.52,4.83,7.34,-63.57,60,Karnataka,12.97,77.59,Jul-Sep,27.7,77.3,22144,Basil; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.44,1.8,Based on symptom/type.,India,Mysuru,53.8,27.04,17.95,98.79,18.93,28.39,21.61,68.93,5.51,5.24,28.87,-40.55,60,Karnataka,12.3,76.65,Apr-Jun,24.2,62,21183,Spinach; Basil; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.44,1.8,Based on symptom/type.,India,Mysuru,53.8,27.04,17.95,98.79,18.93,28.39,21.61,68.93,5.51,5.24,28.87,-40.55,60,Karnataka,12.3,76.65,Jul-Sep,25.8,72.9,20319,Spinach; Basil; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.44,1.8,Based on symptom/type.,India,Mumbai,65.42,29.16,22.52,117.1,6.61,41.29,30.29,78.19,5.4,5.55,29.97,-41.18,60,Maharashtra,19.07,72.87,Apr-Jun,19.3,57.7,24746,Basil; Tomato (Cherry); Capsicum (Bell); Mint; Cilantro
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.44,1.8,Based on symptom/type.,India,Mumbai,65.42,29.16,22.52,117.1,6.61,41.29,30.29,78.19,5.4,5.55,29.97,-41.18,60,Maharashtra,19.07,72.87,Jul-Sep,24.1,76.1,20684,Spinach; Basil; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.44,1.8,Based on symptom/type.,India,Pune,55.62,20.2,17.65,93.47,17.76,18.77,21.11,57.64,4.49,6.24,28.02,-31.69,60,Maharashtra,18.52,73.85,Apr-Jun,21.5,63.4,24103,Basil; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.44,1.8,Based on symptom/type.,India,Pune,55.62,20.2,17.65,93.47,17.76,18.77,21.11,57.64,4.49,6.24,28.02,-31.69,60,Maharashtra,18.52,73.85,Jul-Sep,22.7,70.3,21261,Spinach; Kale; Basil; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.44,1.8,Based on symptom/type.,India,Kolkata,52.37,8.36,32.74,93.47,29.86,38.76,28.36,96.98,1.23,7.61,9.36,-93.74,60,West Bengal,22.57,88.36,Apr-Jun,18.3,64.1,22835,Basil; Strawberry; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.44,1.8,Based on symptom/type.,India,Kolkata,52.37,8.36,32.74,93.47,29.86,38.76,28.36,96.98,1.23,7.61,9.36,-93.74,60,West Bengal,22.57,88.36,Jul-Sep,20.8,72.5,22245,Basil; Strawberry; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.44,1.8,Based on symptom/type.,India,Siliguri,60.03,12.54,29.28,101.85,17.1,49.21,16.89,83.2,1.11,6.7,7.44,-74.38,60,West Bengal,26.73,88.42,Jul-Sep,18.1,76.3,23168,Basil; Strawberry; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.44,1.8,Based on symptom/type.,India,New Delhi,64.04,16.37,17.76,98.17,8.83,32.99,16.98,58.8,1.78,3.73,6.64,-53.13,60,Delhi,28.7,77.1,Jul-Sep,19.4,75.4,21067,Spinach; Kale; Basil; Strawberry; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.44,1.8,Based on symptom/type.,India,Noida,44.58,55.06,20.46,120.1,18.92,52.6,30.09,101.61,3.08,1.31,4.03,-81.25,60,Delhi,28.53,77.39,Jul-Sep,20.4,78.7,21193,Spinach; Kale; Basil; Strawberry; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.44,1.8,Based on symptom/type.,India,Ahmedabad,75.94,20.84,20.57,117.35,22.74,20.92,11.98,55.64,1.5,2.17,3.25,-44.64,60,Gujarat,23.02,72.57,Apr-Jun,18.6,55,22296,Basil; Tomato (Cherry); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.44,1.8,Based on symptom/type.,India,Ahmedabad,75.94,20.84,20.57,117.35,22.74,20.92,11.98,55.64,1.5,2.17,3.25,-44.64,60,Gujarat,23.02,72.57,Jul-Sep,19.6,79.3,23514,Basil; Strawberry; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.44,1.8,Based on symptom/type.,India,Surat,79.65,10.88,14.51,105.04,19.64,9.16,3.57,32.37,1.59,4.43,7.04,-24.11,60,Gujarat,21.17,72.83,Apr-Jun,19.4,55.7,24042,Basil; Tomato (Cherry); Capsicum (Bell); Mint; Cilantro
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.44,1.8,Based on symptom/type.,India,Surat,79.65,10.88,14.51,105.04,19.64,9.16,3.57,32.37,1.59,4.43,7.04,-24.11,60,Gujarat,21.17,72.83,Jul-Sep,23.5,71.3,21901,Spinach; Kale; Basil; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.44,1.8,Based on symptom/type.,India,Hyderabad,51.53,28.39,19.14,99.06,3.94,37.5,12.56,54,3.14,8.35,26.22,-28.04,60,Telangana,17.38,78.48,Apr-Jun,22.2,57,22246,Basil; Tomato (Cherry); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.44,1.8,Based on symptom/type.,India,Hyderabad,51.53,28.39,19.14,99.06,3.94,37.5,12.56,54,3.14,8.35,26.22,-28.04,60,Telangana,17.38,78.48,Jul-Sep,26.3,76.5,21752,Spinach; Basil; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.44,1.8,Based on symptom/type.,India,Warangal,83.89,9.68,23.88,117.45,21.89,17.39,28.18,67.46,3.22,6.81,21.93,-38.77,60,Telangana,17.96,79.59,Apr-Jun,19.9,55.7,23524,Basil; Tomato (Cherry); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.44,1.8,Based on symptom/type.,India,Warangal,83.89,9.68,23.88,117.45,21.89,17.39,28.18,67.46,3.22,6.81,21.93,-38.77,60,Telangana,17.96,79.59,Jul-Sep,22.9,79.1,23438,Basil; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.44,1.8,Based on symptom/type.,India,Jaipur,71.52,43.95,21.94,137.41,11.77,29.3,17.7,58.77,4.95,1.21,5.99,-38.41,60,Rajasthan,26.91,75.78,Jul-Sep,20.8,71.9,20387,Spinach; Kale; Basil; Strawberry; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.44,1.8,Based on symptom/type.,India,Jodhpur,62.54,25,3.84,91.38,19.42,30.43,11.87,61.72,4.84,6.91,33.44,-30.95,60,Rajasthan,26.23,73.02,Jul-Sep,21.3,72.5,20760,Spinach; Kale; Basil; Strawberry; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.44,1.8,Based on symptom/type.,UAE,Dubai,144.94,13.68,34,192.62,19.97,23.39,51.46,94.82,3.94,4.23,16.67,-40.57,60,Dubai,25.27,55.29,Jul-Sep,18.5,71.9,21313,Spinach; Kale; Basil; Strawberry; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Basil,10-05-2008,"Ca:4, Mg:2, Fe:0.4",18,LED - Red/Blue,800,50-80,18-30,5.8-6.3,1.58-2.35,Horizontal Tray,16.5,7,0.81,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.44,1.8,Based on symptom/type.,UAE,Abu Dhabi,47.81,70.51,12.99,131.31,36.88,39.2,18.85,94.93,5.46,4.7,25.66,-52.75,60,Abu Dhabi,24.45,54.37,Jul-Sep,22.7,71.8,23850,Basil; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
